classification_id,narrative_id,primary_category,secondary_categories,procedural_intents,user_goal,urgency_class,current_danger,ongoing_incident,medical_emergency,incident_medium,current_or_past,property_involved,threat_involved,injury_involved,weapon_mentioned,minor_involved,police_already_contacted,legal_aid_requested,recommended_route,annotator_1_label,annotator_2_label,adjudicated_label,reviewer_id
CLS000551,NAR000551_EN,Property Disputes,Tenant-landlord conflict;Unauthorized occupation,complaint_preparation;legal_aid_request,Prepare evidence for the tenancy and possession dispute,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV228
CLS000552,NAR000552_EN,Consumer Disputes,False advertising;Misrepresentation;Refund refusal,complaint_preparation;legal_aid_request,Seek a refund and consumer remedy for deceptive sales,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV893
CLS000553,NAR000553_EN,Financial Fraud,Loan approval scam;Forgery;Online financial deception,complaint_preparation;legal_aid_request,Prepare a complaint about the fraudulent loan offer,CASE_PREPARATION,False,False,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV465
CLS000554,NAR000554_EN,Family Law,Child custody dispute;Visitation non-compliance,legal_information;document_check,Understand custody enforcement and organize family-court documents,LEGAL_INFORMATION,False,True,False,hybrid,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV103
CLS000555,NAR000555_EN,Financial Fraud,Credit card cloning;Unauthorized transactions,complaint_preparation,Prepare a report for cloned-card transactions,CASE_PREPARATION,False,False,False,physical,recent,True,False,False,False,unknown,False,False,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV515
CLS000556,NAR000556_EN,Employment/Labour,Unsafe working conditions;Unpaid dues,complaint_preparation;legal_aid_request,Document unsafe conditions injuries and unpaid employment dues,CASE_PREPARATION,False,True,False,physical,recent,True,False,True,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV589
CLS000557,NAR000557_EN,Assault & Threats,Physical altercation;Threat of bodily harm,complaint_preparation;legal_aid_request,Report the altercation and continuing safety threat,ONGOING_THREAT,False,True,False,physical,past,False,True,False,False,unknown,False,True,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV915
CLS000558,NAR000558_EN,Family Law,Guardianship dispute;Ongoing non-compliance,legal_information;legal_aid_request,Understand remedies in the guardianship dispute,LEGAL_INFORMATION,False,True,False,hybrid,recent,False,False,False,False,True,False,True,quick_query,Family Law,Family Law,Family Law,REV829
CLS000559,NAR000559_EN,Miscellaneous,Stray animal hazard;Public safety grievance,complaint_preparation;legal_aid_request,Submit a civic complaint about the road hazard,PROCEDURAL_ASSISTANCE,False,True,False,physical,recent,False,False,False,False,unknown,False,True,quick_query,Miscellaneous,Miscellaneous,Miscellaneous,REV188
CLS000560,NAR000560_EN,Employment/Labour,Breach of employment contract;Employment dues dispute,complaint_preparation;legal_aid_request,Prepare an employment-contract claim,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,unknown,True,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV692
CLS000561,NAR000561_EN,Cybercrime,Ransomware attack;Data breach;Financial compromise,complaint_preparation;cyber_safety_guidance,Report the ransomware attack and secure compromised systems,ONGOING_THREAT,False,True,False,online,past,True,True,False,False,unknown,True,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV530
CLS000562,NAR000562_EN,Traffic & Road Incidents,Illegal parking blockage;Vehicle damage,complaint_preparation;legal_aid_request,Prepare a traffic complaint and vehicle-damage record,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV344
CLS000563,NAR000563_EN,Theft and robbery,Armed robbery;Property loss;Physical injury,complaint_preparation;medical_guidance,Report the armed robbery and document the injury and losses,PAST_INCIDENT,False,False,False,physical,recent,True,True,True,True,unknown,False,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV237
CLS000564,NAR000564_EN,Traffic & Road Incidents,Illegal parking blockage;Road safety hazard,complaint_preparation,Submit a complaint about the parking obstruction,PROCEDURAL_ASSISTANCE,False,True,False,physical,recent,True,False,False,False,unknown,False,False,quick_query,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV590
CLS000565,NAR000565_EN,Theft and robbery,Online phishing theft;Digital payment loss,complaint_preparation;police_reporting_guidance,Report the phishing theft to police and preserve digital evidence,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,unknown,True,False,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV466
CLS000566,NAR000566_EN,Employment/Labour,Unsafe working conditions;Workplace intimidation,complaint_preparation;legal_aid_request,Document the workplace dispute and threatened employment action,CASE_PREPARATION,False,True,False,physical,past,False,True,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV850
CLS000567,NAR000567_EN,Traffic & Road Incidents,Traffic signal violation;Road collision,witness_statement;complaint_preparation,Provide a witness account of the collision,PAST_INCIDENT,False,False,False,physical,recent,True,False,False,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV897
CLS000568,NAR000568_EN,Cybercrime,Social media hacking;Account compromise,complaint_preparation;cyber_safety_guidance,Document the exploit and recover the compromised account,ONGOING_THREAT,False,True,False,online,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV417
CLS000569,NAR000569_EN,Property Disputes,Illegal property possession;Unauthorized alteration,complaint_preparation;legal_aid_request,Prepare evidence about the unlawful occupation,CASE_PREPARATION,False,True,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV429
CLS000570,NAR000570_EN,Theft and robbery,Shopbreaking;Forced entry;Property theft,witness_statement;complaint_preparation,Document the witnessed shopbreaking and stolen property,PAST_INCIDENT,False,False,False,physical,past,True,True,False,False,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV901
CLS000571,NAR000571_EN,Property Disputes,Illegal property possession;Active trespass;Immediate threat,emergency_guidance;police_reporting_guidance,Reach safety and contact emergency police for the active takeover,EMERGENCY_CURRENT_DANGER,True,True,False,physical,current,True,True,False,False,unknown,True,True,emergency_redirect,Property Disputes,Property Disputes,Property Disputes,REV859
CLS000572,NAR000572_EN,Assault & Threats,Domestic dispute;Physical intimidation,witness_statement;complaint_preparation,Report the witnessed domestic intimidation,PAST_INCIDENT,False,False,False,physical,recent,True,True,False,False,unknown,True,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV480
CLS000573,NAR000573_EN,Traffic & Road Incidents,Drunk driving accident;Collision injury;Vehicle damage,complaint_preparation;medical_guidance,Document the drunk-driving collision injuries and damage,PAST_INCIDENT,False,False,False,physical,recent,True,False,True,False,unknown,True,False,incident_preparation,Traffic & Road Incidents,Traffic & Road Incidents,Traffic & Road Incidents,REV289
CLS000574,NAR000574_EN,Employment/Labour,Breach of employment contract;Employment dues dispute,complaint_preparation;legal_aid_request,Prepare a claim for breach of the employment agreement,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV269
CLS000575,NAR000575_EN,Assault & Threats,Domestic dispute;Immediate intimidation;Threat of harm,safety_planning;complaint_preparation,Get safety guidance and report the hostile confrontation,ONGOING_THREAT,False,True,False,physical,recent,True,True,False,False,unknown,False,False,incident_preparation,Assault & Threats,Assault & Threats,Assault & Threats,REV320
CLS000576,NAR000576_EN,Family Law,Alimony and maintenance claim;Family dispute,legal_information;legal_aid_request,Understand maintenance remedies and required documents,LEGAL_INFORMATION,False,True,False,hybrid,recent,True,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV473
CLS000577,NAR000577_EN,Property Disputes,Tenant-landlord conflict;Threatened dispossession,complaint_preparation;legal_aid_request,Prepare an urgent tenancy and possession complaint,CASE_PREPARATION,False,True,False,hybrid,past,True,True,False,False,unknown,False,True,incident_preparation,Property Disputes,Property Disputes,Property Disputes,REV435
CLS000578,NAR000578_EN,Cybercrime,Social media hacking;Account compromise,complaint_preparation;cyber_safety_guidance,Recover the hacked account and preserve evidence,ONGOING_THREAT,False,True,False,online,past,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV456
CLS000579,NAR000579_EN,Employment/Labour,Unpaid wage dispute;Withheld employment dues,complaint_preparation;legal_aid_request,Prepare a wage-recovery complaint,CASE_PREPARATION,False,True,False,hybrid,recent,True,False,False,False,unknown,False,True,incident_preparation,Employment/Labour,Employment/Labour,Employment/Labour,REV127
CLS000580,NAR000580_EN,Cybercrime,Identity theft;Account takeover;Active financial loss,cyber_safety_guidance;complaint_preparation,Stop the active account compromise and report the identity theft,ONGOING_THREAT,False,True,False,online,current,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV869
CLS000581,NAR000581_EN,Miscellaneous,Noise pollution grievance;Public nuisance,complaint_preparation;legal_aid_request,Submit a civic noise-pollution grievance,PROCEDURAL_ASSISTANCE,False,True,False,physical,recent,False,False,False,False,unknown,False,True,quick_query,Miscellaneous,Miscellaneous,Miscellaneous,REV736
CLS000582,NAR000582_EN,Miscellaneous,Lost item reporting;Property loss,police_reporting_guidance;complaint_preparation,Learn how to report and trace the lost item,PROCEDURAL_ASSISTANCE,False,True,False,physical,current,True,False,False,False,unknown,False,True,quick_query,Miscellaneous,Miscellaneous,Miscellaneous,REV360
CLS000583,NAR000583_EN,Theft and robbery,Online phishing theft;Digital property loss,complaint_preparation;legal_aid_request,Prepare a formal complaint for the phishing theft,CASE_PREPARATION,False,False,False,hybrid,past,True,False,False,False,unknown,True,True,incident_preparation,Theft and robbery,Theft and robbery,Theft and robbery,REV627
CLS000584,NAR000584_EN,Financial Fraud,Credit card cloning;Unauthorized charges;Continuing compromise,cyber_safety_guidance;complaint_preparation,Block further charges and report the cloned card,ONGOING_THREAT,False,True,False,physical,current,True,True,False,False,unknown,True,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV900
CLS000585,NAR000585_EN,Family Law,Alimony and maintenance claim;Ongoing non-compliance,legal_information;legal_aid_request,Understand enforcement options for unpaid maintenance,LEGAL_INFORMATION,False,True,False,hybrid,past,True,False,False,False,unknown,True,True,quick_query,Family Law,Family Law,Family Law,REV243
CLS000586,NAR000586_EN,Cybercrime,Cyberstalking;Account hacking;Fraudulent payment requests,cyber_safety_guidance;complaint_preparation,Secure the hacked account and report the active misuse,ONGOING_THREAT,False,True,False,hybrid,current,True,True,False,False,unknown,False,False,incident_preparation,Cybercrime,Cybercrime,Cybercrime,REV774
CLS000587,NAR000587_EN,Consumer Disputes,Expired or contaminated goods;Consumer injury,complaint_preparation;legal_aid_request,Prepare a consumer complaint with medical and purchase evidence,CASE_PREPARATION,False,False,False,physical,recent,True,False,True,False,unknown,False,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV849
CLS000588,NAR000588_EN,Financial Fraud,Loan approval scam;Financial misrepresentation,complaint_preparation;legal_aid_request,Prepare an urgent banking fraud grievance,CASE_PREPARATION,False,True,False,online,recent,True,False,False,False,unknown,False,True,incident_preparation,Financial Fraud,Financial Fraud,Financial Fraud,REV348
CLS000589,NAR000589_EN,Consumer Disputes,False advertising;Unresolved consumer grievance,complaint_preparation;legal_aid_request,Escalate the deceptive-advertising complaint,CASE_PREPARATION,False,False,False,physical,past,True,False,False,False,unknown,True,True,incident_preparation,Consumer Disputes,Consumer Disputes,Consumer Disputes,REV785
