scenario_id,scenario_title,primary_incident_family,secondary_issue_labels,scenario_facts,reference_date,incident_date,incident_time,incident_setting,location_type,jurisdiction_country,jurisdiction_state,ongoing_or_past,current_danger_status,injury_present,threat_present,property_involved,police_contacted,legal_help_requested,expected_participant_count,expected_event_count,source_type,created_by,reviewed_by,privacy_status,split
SCN000565,urgent help needed online phishing theft,Theft and robbery,Online phishing theft,omg someone just took my things at the Mobile app!!! occurred just now around 05:11 hours. anyone nearby please help or tell me where the nearest police booth is asap!! lost everything inside my bag,2026-04-18,2026-04-08,05:11,Online,Mobile app,India,Delhi,recent_past,No,False,False,True,True,False,3,4,synthetic_reviewed,USR272,REV466,synthetic_no_pii,train
SCN000566,management issue safe working conditions violation,Employment/Labour,Safe working conditions violation,"hey guys bad news. just had a huge fight with HR at the Workplace regarding safe working conditions violation around 00:09 today. they are trying to cheat us out of our terms or fire people arbitrarily. check your emails immediately, we need to stand together on this",2026-04-12,2026-04-08,00:09,Physical,Workplace,India,Karnataka,past,No,False,False,False,False,True,4,4,expert_authored,USR650,REV850,synthetic_no_pii,validation
SCN000567,Bystander log of a traffic signal violation dispute,Traffic & Road Incidents,Traffic signal violation dispute,"The witness observed a major traffic disruption unfolding near the highway around 19:58. A driver committed a blatant traffic signal violation dispute, resulting in an immediate vehicle collision and a heated argument between the affected commuters before police arrived.",2026-04-20,2026-04-09,19:58,Physical,Highway,India,Tamil Nadu,recent_past,No,False,False,True,True,False,2,1,human_written,USR457,REV897,synthetic_no_pii,train
SCN000568,Detailed cyber forensic summary of social media hacking exploit,Cybercrime,Social media hacking,"On the date of 2026-06-22, an advanced threat actor initiated an exploit categorized under social media hacking targeting remote infrastructures at approximately 19:48. The intrusion vectors reveal highly organized techniques using social engineering methods or brute-force automation to penetrate authorization systems on the Online platform. Immediate isolation of the network endpoints was executed to limit exposure within the regional jurisdiction.",2026-04-13,2026-04-11,19:48,Online,Online platform,India,Uttar Pradesh,past,No,False,True,True,False,False,1,1,synthetic_reviewed,USR963,REV417,synthetic_no_pii,test
SCN000569,Comprehensive administrative brief on illegal property possession escalation,Property Disputes,Illegal property possession,"On the afternoon of 2026-06-20, a long-standing land friction culminated in an explicit case of illegal property possession at the designated shop around 04:26 hours. The incident involved rival claimants attempting physical occupation or structural modification without valid legal injunctions. Local law enforcement intervened to mandate a status quo until the appropriate regional civil courts review the structural registration parameters and revenue maps under the state jurisdiction.",2026-04-19,2026-04-12,04:26,Physical,Shop,India,Delhi,past,No,False,True,True,True,True,5,1,human_written,USR769,REV429,synthetic_no_pii,train
SCN000570,Witness account of shopbreaking,Theft and robbery,Shopbreaking,"The observer noticed two suspicious individuals loitering near the shop around 00:42. Shortly after, they approached the victim from behind, forcefully committed shopbreaking, and fled the scene on a two-wheeler heading north.",2026-04-14,2026-04-14,00:42,Physical,Shop,India,West Bengal,past,No,False,True,True,True,True,1,4,expert_authored,USR520,REV901,synthetic_no_pii,test
SCN000571,Real estate dispute involving illegal property possession,Property Disputes,Illegal property possession,"A property conflict classified under illegal property possession was documented at the shop at 11:42. The dispute involves contested boundaries and ownership titles, requiring civil or criminal mediation to preserve public order.",2026-04-27,2026-04-16,11:42,Physical,Shop,India,Uttar Pradesh,ongoing,Yes,False,True,True,True,True,2,4,synthetic_reviewed,USR149,REV859,synthetic_no_pii,challenge
SCN000572,Witness statement regarding domestic dispute,Assault & Threats,Domestic dispute,"The bystander reported observing a heated argument developing near the house around 21:43. The confrontation quickly turned into a domestic dispute, with one individual visibly projecting physical intimidation towards the other party before crowds gathered to separate them.",2026-04-19,2026-04-16,21:43,Physical,House,India,West Bengal,recent_past,No,False,True,True,True,False,3,3,synthetic_reviewed,USR134,REV480,synthetic_no_pii,test
SCN000573,Motor vehicle accident report involving drunk driving accident,Traffic & Road Incidents,Drunk driving accident,"On 2026-06-25 at approximately 07:40 hours, a vehicular incident classified as drunk driving accident occurred on the designated road. The offending vehicle failed to yield, causing impact and substantial structural damage. Case logged under regional motor vehicle acts.",2026-05-12,2026-04-17,07:40,Physical,Road,India,Delhi,recent_past,No,True,False,True,True,False,2,1,human_written,USR119,REV289,synthetic_no_pii,train
SCN000574,Labor non-compliance involving breach of employment contract,Employment/Labour,Breach of employment contract,"An employment dispute involving breach of employment contract escalated at the online platform at 04:31. The worker alleged severe breach of workplace regulations, seeking administrative or legal intervention to recover standard dues or ensure workplace safety.",2026-05-02,2026-04-26,04:31,Online,Online platform,India,West Bengal,recent_past,No,False,False,True,False,True,5,1,synthetic_reviewed,USR978,REV269,synthetic_no_pii,challenge
SCN000575,Reported incident of domestic dispute at house,Assault & Threats,Domestic dispute,"Complainant states that on 2026-07-16 at approximately 11:19 hours, a severe case of domestic dispute transpired at House. The accused allegedly engaged in hostile behavior, posing immediate threat to the victim. Medical examination conducted where applicable.",2026-05-17,2026-04-28,11:19,Physical,House,India,Tamil Nadu,recent_past,No,False,True,True,False,False,2,3,synthetic_reviewed,USR641,REV320,synthetic_no_pii,challenge
SCN000576,Bystander report of a domestic family dispute,Family Law,Alimony and maintenance claim,"The observer noted a highly emotional confrontation between two estranged family members outside the house around 05:05. The argument was explicitly regarding a severe case of alimony and maintenance claim, with both sides loudly contesting rights before local residents requested calm.",2026-05-24,2026-04-29,05:05,Hybrid,House,India,West Bengal,recent_past,No,False,False,True,True,True,3,1,expert_authored,USR536,REV473,synthetic_no_pii,validation
SCN000577,Formal Complaint: Unauthorized Tenant-landlord conflict at Premises,Property Disputes,Tenant-landlord conflict,"Dear Revenue Officer / Police Commissioner, I am writing to register an urgent complaint regarding a critical instance of tenant-landlord conflict affecting my Apartment. The unlawful activity intensified on 2026-07-09 at 02:23 hours, causing direct infringement on my registered property rights.",2026-05-13,2026-05-03,02:23,Hybrid,Apartment,India,Maharashtra,past,No,False,True,True,False,True,6,2,human_written,USR265,REV435,synthetic_no_pii,challenge
SCN000578,Digital breach via social media hacking,Cybercrime,Social media hacking,"An incident of social media hacking compromised security systems across the specified Online platform at 14:11. Electronic credentials were manipulated remotely by unknown malicious actors, triggering secondary security protocols.",2026-06-07,2026-05-09,14:11,Online,Online platform,India,Delhi,past,No,False,True,True,False,False,1,1,human_written,USR683,REV456,synthetic_no_pii,challenge
SCN000579,My company is putting me through unpaid wage dispute,Employment/Labour,Unpaid wage dispute,"I've been working at this workplace for months, and around 23:56 yesterday, things hit a breaking point with a massive unpaid wage dispute. They literally refused to settle what was rightfully owed to me and told me to just leave if I didn't like it. I'm so stressed about how I'm going to pay my rent.",2026-05-15,2026-05-10,23:56,Hybrid,Workplace,India,Tamil Nadu,recent_past,No,False,False,True,False,True,4,2,human_written,USR352,REV127,synthetic_no_pii,challenge
SCN000580,I think my accounts just got wiped out by a identity theft,Cybercrime,Identity theft,"So I clicked this link thinking it was an official notification around 21:45 yesterday, and suddenly I was locked out of my account. I realized it was a total identity theft when my savings started moving out. I'm completely panicking right now.",2026-05-24,2026-05-12,21:45,Online,Online platform,India,Tamil Nadu,recent_past,No,False,True,False,False,False,3,4,synthetic_reviewed,USR591,REV869,synthetic_no_pii,challenge
SCN000581,Public environment matter involving noise pollution grievance,Miscellaneous,Noise pollution grievance,"A civic or localized incident classified under noise pollution grievance manifested at the designated house at 05:01. The matter represents a general public inconvenience rather than a high-severity crime, requiring standard regulatory oversight.",2026-05-15,2026-05-13,05:01,Physical,House,India,Uttar Pradesh,recent_past,No,False,False,False,False,True,1,1,expert_authored,USR401,REV736,synthetic_no_pii,train
